,chi_p,gamma_p,x,y,z
102,0.0,-0.7853981633974483,0.20440881763527055,0.0,0.20440881763527052
103,0.0,-0.7853981633974483,0.20641282565130262,0.0,0.2064128256513026
104,0.0,-0.7853981633974483,0.20841683366733466,0.0,0.20841683366733463
105,0.0,-0.7853981633974483,0.21042084168336675,0.0,0.21042084168336672
106,0.0,-0.7853981633974483,0.21242484969939882,0.0,0.2124248496993988
107,0.0,-0.7853981633974483,0.2144288577154309,0.0,0.21442885771543085
108,0.0,-0.7853981633974483,0.21643286573146295,0.0,0.21643286573146292
109,0.0,-0.7853981633974483,0.21843687374749501,0.0,0.218436873747495
110,0.0,-0.7853981633974483,0.22044088176352705,0.0,0.22044088176352702
111,0.0,-0.7853981633974483,0.22244488977955912,0.0,0.2224448897795591
112,0.0,-0.7853981633974483,0.2244488977955912,0.0,0.22444889779559116
113,0.0,-0.7853981633974483,0.22645290581162325,0.0,0.22645290581162322
114,0.0,-0.7853981633974483,0.22845691382765532,0.0,0.22845691382765526
115,0.0,-0.7853981633974483,0.2304609218436874,0.0,0.23046092184368736
116,0.0,-0.7853981633974483,0.23246492985971945,0.0,0.23246492985971942
117,0.0,-0.7853981633974483,0.23446893787575152,0.0,0.23446893787575146
118,0.0,-0.7853981633974483,0.2364729458917836,0.0,0.23647294589178355
119,0.0,-0.7853981633974483,0.23847695390781565,0.0,0.23847695390781562
120,0.0,-0.7853981633974483,0.2404809619238477,0.0,0.24048096192384766
121,0.0,-0.7853981633974483,0.2424849699398798,0.0,0.24248496993987975
122,0.0,-0.7853981633974483,0.24448897795591182,0.0,0.24448897795591176
123,0.0,-0.7853981633974483,0.2464929859719439,0.0,0.24649298597194386
124,0.0,-0.7853981633974483,0.24849699398797595,0.0,0.24849699398797592
125,0.0,-0.7853981633974483,0.250501002004008,0.0,0.250501002004008
126,0.0,-0.7853981633974483,0.2525050100200401,0.0,0.25250501002004005
127,0.0,-0.7853981633974483,0.2545090180360722,0.0,0.2545090180360721
128,0.0,-0.7853981633974483,0.2565130260521042,0.0,0.2565130260521042
129,0.0,-0.7853981633974483,0.2585170340681363,0.0,0.25851703406813625
130,0.0,-0.7853981633974483,0.2605210420841684,0.0,0.2605210420841683
131,0.0,-0.7853981633974483,0.2625250501002004,0.0,0.2625250501002004
132,0.0,-0.7853981633974483,0.2645290581162325,0.0,0.26452905811623245
133,0.0,-0.7853981633974483,0.2665330661322646,0.0,0.2665330661322645
134,0.0,-0.7853981633974483,0.26853707414829664,0.0,0.2685370741482966
135,0.0,-0.7853981633974483,0.2705410821643287,0.0,0.27054108216432865
136,0.0,-0.7853981633974483,0.27254509018036077,0.0,0.2725450901803607
137,0.0,-0.7853981633974483,0.27454909819639284,0.0,0.2745490981963928
138,0.0,-0.7853981633974483,0.2765531062124249,0.0,0.27655310621242485
139,0.0,-0.7853981633974483,0.27855711422845697,0.0,0.2785571142284569
140,0.0,-0.7853981633974483,0.28056112224448904,0.0,0.280561122244489
141,0.0,-0.7853981633974483,0.28256513026052105,0.0,0.282565130260521
142,0.0,-0.7853981633974483,0.2845691382765531,0.0,0.28456913827655306
143,0.0,-0.7853981633974483,0.2865731462925852,0.0,0.2865731462925851
144,0.0,-0.7853981633974483,0.28857715430861725,0.0,0.2885771543086172
145,0.0,-0.7853981633974483,0.2905811623246493,0.0,0.29058116232464926
146,0.0,-0.7853981633974483,0.2925851703406814,0.0,0.2925851703406813
147,0.0,-0.7853981633974483,0.29458917835671344,0.0,0.2945891783567134
148,0.0,-0.7853981633974483,0.2965931863727455,0.0,0.29659318637274545
149,0.0,-0.7853981633974483,0.2985971943887776,0.0,0.2985971943887775
150,0.0,-0.7853981633974483,0.30060120240480964,0.0,0.3006012024048096
151,0.0,-0.7853981633974483,0.3026052104208417,0.0,0.30260521042084165
152,0.0,-0.7853981633974483,0.3046092184368738,0.0,0.3046092184368737
153,0.0,-0.7853981633974483,0.30661322645290584,0.0,0.3066132264529058
154,0.0,-0.7853981633974483,0.3086172344689379,0.0,0.30861723446893785
155,0.0,-0.7853981633974483,0.3106212424849699,0.0,0.3106212424849699
156,0.0,-0.7853981633974483,0.31262525050100204,0.0,0.312625250501002
157,0.0,-0.7853981633974483,0.3146292585170341,0.0,0.31462925851703405
158,0.0,-0.7853981633974483,0.3166332665330661,0.0,0.3166332665330661
159,0.0,-0.7853981633974483,0.31863727454909824,0.0,0.3186372745490982
160,0.0,-0.7853981633974483,0.3206412825651303,0.0,0.32064128256513025
161,0.0,-0.7853981633974483,0.3226452905811623,0.0,0.3226452905811623
162,0.0,-0.7853981633974483,0.32464929859719444,0.0,0.3246492985971944
163,0.0,-0.7853981633974483,0.3266533066132265,0.0,0.32665330661322645
164,0.0,-0.7853981633974483,0.32865731462925857,0.0,0.3286573146292585
165,0.0,-0.7853981633974483,0.33066132264529063,0.0,0.3306613226452906
166,0.0,-0.7853981633974483,0.3326653306613227,0.0,0.33266533066132264
167,0.0,-0.7853981633974483,0.3346693386773547,0.0,0.33466933867735466
168,0.0,-0.7853981633974483,0.3366733466933867,0.0,0.3366733466933867
169,0.0,-0.7853981633974483,0.33867735470941884,0.0,0.3386773547094188
170,0.0,-0.7853981633974483,0.3406813627254509,0.0,0.34068136272545085
171,0.0,-0.7853981633974483,0.342685370741483,0.0,0.3426853707414829
172,0.0,-0.7853981633974483,0.34468937875751504,0.0,0.344689378757515
173,0.0,-0.7853981633974483,0.3466933867735471,0.0,0.34669338677354705
174,0.0,-0.7853981633974483,0.3486973947895792,0.0,0.3486973947895791
175,0.0,-0.7853981633974483,0.35070140280561124,0.0,0.3507014028056112
176,0.0,-0.7853981633974483,0.3527054108216433,0.0,0.35270541082164325
177,0.0,-0.7853981633974483,0.35470941883767537,0.0,0.3547094188376753
178,0.0,-0.7853981633974483,0.35671342685370744,0.0,0.3567134268537074
179,0.0,-0.7853981633974483,0.3587174348697395,0.0,0.35871743486973945
180,0.0,-0.7853981633974483,0.3607214428857715,0.0,0.36072144288577146
181,0.0,-0.7853981633974483,0.3627254509018037,0.0,0.36272545090180364
182,0.0,-0.7853981633974483,0.3647294589178357,0.0,0.36472945891783565
183,0.0,-0.7853981633974483,0.36673346693386777,0.0,0.3667334669338677
184,0.0,-0.7853981633974483,0.36873747494989983,0.0,0.3687374749498998
185,0.0,-0.7853981633974483,0.3707414829659319,0.0,0.37074148296593185
186,0.0,-0.7853981633974483,0.3727454909819639,0.0,0.37274549098196386
187,0.0,-0.7853981633974483,0.3747494989979961,0.0,0.374749498997996
188,0.0,-0.7853981633974483,0.3767535070140281,0.0,0.37675350701402804
189,0.0,-0.7853981633974483,0.37875751503006017,0.0,0.3787575150300601
190,0.0,-0.7853981633974483,0.38076152304609223,0.0,0.3807615230460922
191,0.0,-0.7853981633974483,0.3827655310621243,0.0,0.38276553106212424
192,0.0,-0.7853981633974483,0.3847695390781563,0.0,0.38476953907815625
193,0.0,-0.7853981633974483,0.3867735470941884,0.0,0.3867735470941883
194,0.0,-0.7853981633974483,0.38877755511022044,0.0,0.3887775551102204
195,0.0,-0.7853981633974483,0.3907815631262525,0.0,0.39078156312625245
196,0.0,-0.7853981633974483,0.3927855711422845,0.0,0.39278557114228446
197,0.0,-0.7853981633974483,0.3947895791583167,0.0,0.3947895791583166
198,0.0,-0.7853981633974483,0.3967935871743487,0.0,0.39679358717434865
199,0.0,-0.7853981633974483,0.39879759519038077,0.0,0.3987975951903807
200,0.0,-0.7853981633974483,0.40080160320641284,0.0,0.4008016032064128
201,0.0,-0.7853981633974483,0.4028056112224449,0.0,0.4028056112224448
202,0.0,-0.7853981633974483,0.4048096192384769,0.0,0.40480961923847686
203,0.0,-0.7853981633974483,0.4068136272545091,0.0,0.406813627254509
204,0.0,-0.7853981633974483,0.4088176352705411,0.0,0.40881763527054105
205,0.0,-0.7853981633974483,0.41082164328657317,0.0,0.4108216432865731
206,0.0,-0.7853981633974483,0.41282565130260523,0.0,0.4128256513026052
207,0.0,-0.7853981633974483,0.4148296593186373,0.0,0.4148296593186372
208,0.0,-0.7853981633974483,0.4168336673346693,0.0,0.41683366733466926
209,0.0,-0.7853981633974483,0.4188376753507015,0.0,0.4188376753507014
210,0.0,-0.7853981633974483,0.4208416833667335,0.0,0.42084168336673344
211,0.0,-0.7853981633974483,0.42284569138276556,0.0,0.4228456913827655
212,0.0,-0.7853981633974483,0.42484969939879763,0.0,0.4248496993987976
213,0.0,-0.7853981633974483,0.4268537074148297,0.0,0.4268537074148296
214,0.0,-0.7853981633974483,0.4288577154308618,0.0,0.4288577154308617
215,0.0,-0.7853981633974483,0.43086172344689383,0.0,0.4308617234468938
216,0.0,-0.7853981633974483,0.4328657314629259,0.0,0.43286573146292584
217,0.0,-0.7853981633974483,0.43486973947895796,0.0,0.4348697394789579
218,0.0,-0.7853981633974483,0.43687374749499003,0.0,0.43687374749499
219,0.0,-0.7853981633974483,0.4388777555110221,0.0,0.438877755511022
220,0.0,-0.7853981633974483,0.4408817635270541,0.0,0.44088176352705405
221,0.0,-0.7853981633974483,0.44288577154308617,0.0,0.4428857715430861
222,0.0,-0.7853981633974483,0.44488977955911824,0.0,0.4448897795591182
223,0.0,-0.7853981633974483,0.4468937875751503,0.0,0.4468937875751502
224,0.0,-0.7853981633974483,0.4488977955911824,0.0,0.4488977955911823
225,0.0,-0.7853981633974483,0.45090180360721444,0.0,0.4509018036072144
226,0.0,-0.7853981633974483,0.4529058116232465,0.0,0.45290581162324645
227,0.0,-0.7853981633974483,0.45490981963927857,0.0,0.4549098196392785
228,0.0,-0.7853981633974483,0.45691382765531063,0.0,0.4569138276553105
229,0.0,-0.7853981633974483,0.4589178356713427,0.0,0.4589178356713426
230,0.0,-0.7853981633974483,0.4609218436873748,0.0,0.4609218436873747
231,0.0,-0.7853981633974483,0.46292585170340683,0.0,0.4629258517034068
232,0.0,-0.7853981633974483,0.4649298597194389,0.0,0.46492985971943884
233,0.0,-0.7853981633974483,0.46693386773547096,0.0,0.4669338677354709
234,0.0,-0.7853981633974483,0.46893787575150303,0.0,0.4689378757515029
235,0.0,-0.7853981633974483,0.47094188376753504,0.0,0.470941883767535
236,0.0,-0.7853981633974483,0.4729458917835672,0.0,0.4729458917835671
237,0.0,-0.7853981633974483,0.47494989979959923,0.0,0.4749498997995992
238,0.0,-0.7853981633974483,0.4769539078156313,0.0,0.47695390781563124
239,0.0,-0.7853981633974483,0.47895791583166336,0.0,0.4789579158316633
240,0.0,-0.7853981633974483,0.4809619238476954,0.0,0.4809619238476953
241,0.0,-0.7853981633974483,0.48296593186372755,0.0,0.48296593186372744
242,0.0,-0.7853981633974483,0.4849699398797596,0.0,0.4849699398797595
243,0.0,-0.7853981633974483,0.4869739478957916,0.0,0.48697394789579157
244,0.0,-0.7853981633974483,0.48897795591182364,0.0,0.4889779559118235
245,0.0,-0.7853981633974483,0.49098196392785576,0.0,0.4909819639278557
246,0.0,-0.7853981633974483,0.4929859719438878,0.0,0.4929859719438877
247,0.0,-0.7853981633974483,0.49498997995991983,0.0,0.4949899799599198
248,0.0,-0.7853981633974483,0.4969939879759519,0.0,0.49699398797595185
249,0.0,-0.7853981633974483,0.49899799599198397,0.0,0.4989979959919839
250,0.0,-0.7853981633974483,0.501002004008016,0.0,0.501002004008016
251,0.0,-0.7853981633974483,0.5030060120240482,0.0,0.503006012024048
252,0.0,-0.7853981633974483,0.5050100200400802,0.0,0.5050100200400801
253,0.0,-0.7853981633974483,0.5070140280561123,0.0,0.5070140280561122
254,0.0,-0.7853981633974483,0.5090180360721444,0.0,0.5090180360721442
255,0.0,-0.7853981633974483,0.5110220440881763,0.0,0.5110220440881763
256,0.0,-0.7853981633974483,0.5130260521042084,0.0,0.5130260521042084
257,0.0,-0.7853981633974483,0.5150300601202406,0.0,0.5150300601202404
258,0.0,-0.7853981633974483,0.5170340681362726,0.0,0.5170340681362725
259,0.0,-0.7853981633974483,0.5190380761523047,0.0,0.5190380761523046
260,0.0,-0.7853981633974483,0.5210420841683367,0.0,0.5210420841683366
261,0.0,-0.7853981633974483,0.5230460921843687,0.0,0.5230460921843687
262,0.0,-0.7853981633974483,0.5250501002004008,0.0,0.5250501002004008
263,0.0,-0.7853981633974483,0.527054108216433,0.0,0.5270541082164328
264,0.0,-0.7853981633974483,0.529058116232465,0.0,0.5290581162324649
265,0.0,-0.7853981633974483,0.5310621242484971,0.0,0.531062124248497
266,0.0,-0.7853981633974483,0.5330661322645291,0.0,0.533066132264529
267,0.0,-0.7853981633974483,0.5350701402805611,0.0,0.5350701402805611
268,0.0,-0.7853981633974483,0.5370741482965933,0.0,0.5370741482965932
269,0.0,-0.7853981633974483,0.5390781563126253,0.0,0.5390781563126252
270,0.0,-0.7853981633974483,0.5410821643286574,0.0,0.5410821643286573
271,0.0,-0.7853981633974483,0.5430861723446895,0.0,0.5430861723446894
272,0.0,-0.7853981633974483,0.5450901803607215,0.0,0.5450901803607214
273,0.0,-0.7853981633974483,0.5470941883767535,0.0,0.5470941883767535
274,0.0,-0.7853981633974483,0.5490981963927857,0.0,0.5490981963927856
275,0.0,-0.7853981633974483,0.5511022044088177,0.0,0.5511022044088176
276,0.0,-0.7853981633974483,0.5531062124248498,0.0,0.5531062124248497
277,0.0,-0.7853981633974483,0.5551102204408819,0.0,0.5551102204408818
278,0.0,-0.7853981633974483,0.5571142284569139,0.0,0.5571142284569138
279,0.0,-0.7853981633974483,0.5591182364729459,0.0,0.5591182364729459
280,0.0,-0.7853981633974483,0.5611222444889781,0.0,0.561122244488978
281,0.0,-0.7853981633974483,0.5631262525050101,0.0,0.56312625250501
282,0.0,-0.7853981633974483,0.5651302605210421,0.0,0.565130260521042
283,0.0,-0.7853981633974483,0.5671342685370742,0.0,0.567134268537074
284,0.0,-0.7853981633974483,0.5691382765531062,0.0,0.5691382765531061
285,0.0,-0.7853981633974483,0.5711422845691383,0.0,0.5711422845691382
286,0.0,-0.7853981633974483,0.5731462925851704,0.0,0.5731462925851702
287,0.0,-0.7853981633974483,0.5751503006012023,0.0,0.5751503006012023
288,0.0,-0.7853981633974483,0.5771543086172345,0.0,0.5771543086172344
289,0.0,-0.7853981633974483,0.5791583166332666,0.0,0.5791583166332664
290,0.0,-0.7853981633974483,0.5811623246492986,0.0,0.5811623246492985
291,0.0,-0.7853981633974483,0.5831663326653307,0.0,0.5831663326653306
292,0.0,-0.7853981633974483,0.5851703406813628,0.0,0.5851703406813626
293,0.0,-0.7853981633974483,0.5871743486973947,0.0,0.5871743486973947
294,0.0,-0.7853981633974483,0.5891783567134269,0.0,0.5891783567134268
295,0.0,-0.7853981633974483,0.591182364729459,0.0,0.5911823647294588
296,0.0,-0.7853981633974483,0.593186372745491,0.0,0.5931863727454909
297,0.0,-0.7853981633974483,0.5951903807615231,0.0,0.595190380761523
298,0.0,-0.7853981633974483,0.5971943887775552,0.0,0.597194388777555
299,0.0,-0.7853981633974483,0.5991983967935871,0.0,0.5991983967935871
300,0.0,-0.7853981633974483,0.6012024048096193,0.0,0.6012024048096192
301,0.0,-0.7853981633974483,0.6032064128256514,0.0,0.6032064128256512
302,0.0,-0.7853981633974483,0.6052104208416834,0.0,0.6052104208416833
303,0.0,-0.7853981633974483,0.6072144288577155,0.0,0.6072144288577154
304,0.0,-0.7853981633974483,0.6092184368737475,0.0,0.6092184368737474
305,0.0,-0.7853981633974483,0.6112224448897796,0.0,0.6112224448897795
306,0.0,-0.7853981633974483,0.6132264529058117,0.0,0.6132264529058116
307,0.0,-0.7853981633974483,0.6152304609218437,0.0,0.6152304609218436
308,0.0,-0.7853981633974483,0.6172344689378758,0.0,0.6172344689378757
309,0.0,-0.7853981633974483,0.6192384769539079,0.0,0.6192384769539078
310,0.0,-0.7853981633974483,0.6212424849699398,0.0,0.6212424849699398
311,0.0,-0.7853981633974483,0.623246492985972,0.0,0.6232464929859719
312,0.0,-0.7853981633974483,0.6252505010020041,0.0,0.625250501002004
313,0.0,-0.7853981633974483,0.6272545090180361,0.0,0.627254509018036
314,0.0,-0.7853981633974483,0.6292585170340682,0.0,0.6292585170340681
315,0.0,-0.7853981633974483,0.6312625250501003,0.0,0.6312625250501002
316,0.0,-0.7853981633974483,0.6332665330661322,0.0,0.6332665330661322
317,0.0,-0.7853981633974483,0.6352705410821644,0.0,0.6352705410821643
318,0.0,-0.7853981633974483,0.6372745490981965,0.0,0.6372745490981964
319,0.0,-0.7853981633974483,0.6392785571142285,0.0,0.6392785571142284
320,0.0,-0.7853981633974483,0.6412825651302606,0.0,0.6412825651302605
321,0.0,-0.7853981633974483,0.6432865731462927,0.0,0.6432865731462926
322,0.0,-0.7853981633974483,0.6452905811623246,0.0,0.6452905811623246
323,0.0,-0.7853981633974483,0.6472945891783568,0.0,0.6472945891783567
324,0.0,-0.7853981633974483,0.6492985971943889,0.0,0.6492985971943888
325,0.0,-0.7853981633974483,0.6513026052104209,0.0,0.6513026052104208
326,0.0,-0.7853981633974483,0.653306613226453,0.0,0.6533066132264529
327,0.0,-0.7853981633974483,0.6553106212424851,0.0,0.655310621242485
328,0.0,-0.7853981633974483,0.6573146292585171,0.0,0.657314629258517
329,0.0,-0.7853981633974483,0.6593186372745492,0.0,0.6593186372745491
330,0.0,-0.7853981633974483,0.6613226452905813,0.0,0.6613226452905812
331,0.0,-0.7853981633974483,0.6633266533066133,0.0,0.6633266533066132
332,0.0,-0.7853981633974483,0.6653306613226454,0.0,0.6653306613226453
333,0.0,-0.7853981633974483,0.6673346693386774,0.0,0.6673346693386772
334,0.0,-0.7853981633974483,0.6693386773547094,0.0,0.6693386773547093
335,0.0,-0.7853981633974483,0.6713426853707415,0.0,0.6713426853707414
336,0.0,-0.7853981633974483,0.6733466933867734,0.0,0.6733466933867734
337,0.0,-0.7853981633974483,0.6753507014028056,0.0,0.6753507014028055
338,0.0,-0.7853981633974483,0.6773547094188377,0.0,0.6773547094188376
339,0.0,-0.7853981633974483,0.6793587174348698,0.0,0.6793587174348696
340,0.0,-0.7853981633974483,0.6813627254509018,0.0,0.6813627254509017
341,0.0,-0.7853981633974483,0.6833667334669339,0.0,0.6833667334669338
342,0.0,-0.7853981633974483,0.685370741482966,0.0,0.6853707414829658
343,0.0,-0.7853981633974483,0.687374749498998,0.0,0.6873747494989979
344,0.0,-0.7853981633974483,0.6893787575150301,0.0,0.68937875751503
345,0.0,-0.7853981633974483,0.6913827655310621,0.0,0.691382765531062
346,0.0,-0.7853981633974483,0.6933867735470942,0.0,0.6933867735470941
347,0.0,-0.7853981633974483,0.6953907815631263,0.0,0.6953907815631262
348,0.0,-0.7853981633974483,0.6973947895791583,0.0,0.6973947895791582
349,0.0,-0.7853981633974483,0.6993987975951904,0.0,0.6993987975951903
350,0.0,-0.7853981633974483,0.7014028056112225,0.0,0.7014028056112224
351,0.0,-0.7853981633974483,0.7034068136272545,0.0,0.7034068136272544
352,0.0,-0.7853981633974483,0.7054108216432866,0.0,0.7054108216432865
353,0.0,-0.7853981633974483,0.7074148296593187,0.0,0.7074148296593186
354,0.0,-0.7853981633974483,0.7094188376753507,0.0,0.7094188376753506
355,0.0,-0.7853981633974483,0.7114228456913828,0.0,0.7114228456913827
356,0.0,-0.7853981633974483,0.7134268537074149,0.0,0.7134268537074148
357,0.0,-0.7853981633974483,0.7154308617234469,0.0,0.7154308617234468
358,0.0,-0.7853981633974483,0.717434869739479,0.0,0.7174348697394789
359,0.0,-0.7853981633974483,0.7194388777555111,0.0,0.719438877755511
360,0.0,-0.7853981633974483,0.721442885771543,0.0,0.7214428857715429
361,0.0,-0.7853981633974483,0.7234468937875751,0.0,0.723446893787575
362,0.0,-0.7853981633974483,0.7254509018036074,0.0,0.7254509018036073
363,0.0,-0.7853981633974483,0.7274549098196393,0.0,0.7274549098196392
364,0.0,-0.7853981633974483,0.7294589178356714,0.0,0.7294589178356713
365,0.0,-0.7853981633974483,0.7314629258517035,0.0,0.7314629258517034
366,0.0,-0.7853981633974483,0.7334669338677355,0.0,0.7334669338677354
367,0.0,-0.7853981633974483,0.7354709418837676,0.0,0.7354709418837675
