,dot_s,psi,t,x,y,z
423,0.0,0.7853981633974483,4.23,0.0,0.0,-100.0
424,0.0,0.7853981633974483,4.24,0.0,0.0,-100.0
425,0.0,0.7853981633974483,4.25,0.0,0.0,-100.0
426,0.0,0.7853981633974483,4.26,0.0,0.0,-100.0
427,0.0,0.7853981633974483,4.2700000000000005,0.0,0.0,-100.0
428,0.0,0.7853981633974483,4.28,0.0,0.0,-100.0
429,0.0,0.7853981633974483,4.29,0.0,0.0,-100.0
430,0.0,0.7853981633974483,4.3,0.0,0.0,-100.0
431,0.0,0.7853981633974483,4.3100000000000005,0.0,0.0,-100.0
432,0.0,0.7853981633974483,4.32,0.0,0.0,-100.0
433,0.0,0.7853981633974483,4.33,0.0,0.0,-100.0
434,0.0,0.7853981633974483,4.34,0.0,0.0,-100.0
435,0.0,0.7853981633974483,4.3500000000000005,0.0,0.0,-100.0
436,0.0,0.7853981633974483,4.36,0.0,0.0,-100.0
437,0.0,0.7853981633974483,4.37,0.0,0.0,-100.0
438,0.0,0.7853981633974483,4.38,0.0,0.0,-100.0
439,0.0,0.7853981633974483,4.39,0.0,0.0,-100.0
440,0.0,0.7853981633974483,4.4,0.0,0.0,-100.0
441,0.0,0.7853981633974483,4.41,0.0,0.0,-100.0
442,0.0,0.7853981633974483,4.42,0.0,0.0,-100.0
443,0.0,0.7853981633974483,4.43,0.0,0.0,-100.0
444,0.0,0.7853981633974483,4.44,0.0,0.0,-100.0
445,0.0,0.7853981633974483,4.45,0.0,0.0,-100.0
446,0.0,0.7853981633974483,4.46,0.0,0.0,-100.0
447,0.0,0.7853981633974483,4.47,0.0,0.0,-100.0
448,0.0,0.7853981633974483,4.48,0.0,0.0,-100.0
449,0.0,0.7853981633974483,4.49,0.0,0.0,-100.0
450,0.0,0.7853981633974483,4.5,0.0,0.0,-100.0
451,0.0,0.7853981633974483,4.51,0.0,0.0,-100.0
452,0.0,0.7853981633974483,4.5200000000000005,0.0,0.0,-100.0
453,0.0,0.7853981633974483,4.53,0.0,0.0,-100.0
454,0.0,0.7853981633974483,4.54,0.0,0.0,-100.0
455,0.0,0.7853981633974483,4.55,0.0,0.0,-100.0
456,0.0,0.7853981633974483,4.5600000000000005,0.0,0.0,-100.0
457,0.0,0.7853981633974483,4.57,0.0,0.0,-100.0
458,0.0,0.7853981633974483,4.58,0.0,0.0,-100.0
459,0.0,0.7853981633974483,4.59,0.0,0.0,-100.0
460,0.0,0.7853981633974483,4.6000000000000005,0.0,0.0,-100.0
461,0.0,0.7853981633974483,4.61,0.0,0.0,-100.0
462,0.0,0.7853981633974483,4.62,0.0,0.0,-100.0
463,0.0,0.7853981633974483,4.63,0.0,0.0,-100.0
464,0.0,0.7853981633974483,4.64,0.0,0.0,-100.0
465,0.0,0.7853981633974483,4.65,0.0,0.0,-100.0
466,0.0,0.7853981633974483,4.66,0.0,0.0,-100.0
467,0.0,0.7853981633974483,4.67,0.0,0.0,-100.0
468,0.0,0.7853981633974483,4.68,0.0,0.0,-100.0
469,0.0,0.7853981633974483,4.69,0.0,0.0,-100.0
470,0.0,0.7853981633974483,4.7,0.0,0.0,-100.0
471,0.0,0.7853981633974483,4.71,0.0,0.0,-100.0
472,0.0,0.7853981633974483,4.72,0.0,0.0,-100.0
473,0.0,0.7853981633974483,4.73,0.0,0.0,-100.0
474,0.0,0.7853981633974483,4.74,0.0,0.0,-100.0
475,0.0,0.7853981633974483,4.75,0.0,0.0,-100.0
476,0.0,0.7853981633974483,4.76,0.0,0.0,-100.0
477,0.0,0.7853981633974483,4.7700000000000005,0.0,0.0,-100.0
478,0.0,0.7853981633974483,4.78,0.0,0.0,-100.0
479,0.0,0.7853981633974483,4.79,0.0,0.0,-100.0
480,0.0,0.7853981633974483,4.8,0.0,0.0,-100.0
481,0.0,0.7853981633974483,4.8100000000000005,0.0,0.0,-100.0
482,0.0,0.7853981633974483,4.82,0.0,0.0,-100.0
483,0.0,0.7853981633974483,4.83,0.0,0.0,-100.0
484,0.0,0.7853981633974483,4.84,0.0,0.0,-100.0
485,0.0,0.7853981633974483,4.8500000000000005,0.0,0.0,-100.0
486,0.0,0.7853981633974483,4.86,0.0,0.0,-100.0
487,0.0,0.7853981633974483,4.87,0.0,0.0,-100.0
488,0.0,0.7853981633974483,4.88,0.0,0.0,-100.0
489,0.0,0.7853981633974483,4.89,0.0,0.0,-100.0
490,0.0,0.7853981633974483,4.9,0.0,0.0,-100.0
491,0.0,0.7853981633974483,4.91,0.0,0.0,-100.0
492,0.0,0.7853981633974483,4.92,0.0,0.0,-100.0
493,0.0,0.7853981633974483,4.93,0.0,0.0,-100.0
494,0.0,0.7853981633974483,4.94,0.0,0.0,-100.0
495,0.0,0.7853981633974483,4.95,0.0,0.0,-100.0
496,0.0,0.7853981633974483,4.96,0.0,0.0,-100.0
497,0.0,0.7853981633974483,4.97,0.0,0.0,-100.0
498,0.0,0.7853981633974483,4.98,0.0,0.0,-100.0
499,0.0,0.7853981633974483,4.99,0.0,0.0,-100.0
