,dot_s,psi,t,x,y,z
395,0.0,0.7853981633974483,3.95,0.0,0.0,-100.0
396,0.0,0.7853981633974483,3.96,0.0,0.0,-100.0
397,0.0,0.7853981633974483,3.97,0.0,0.0,-100.0
398,0.0,0.7853981633974483,3.98,0.0,0.0,-100.0
399,0.0,0.7853981633974483,3.99,0.0,0.0,-100.0
400,0.0,0.7853981633974483,4.0,0.0,0.0,-100.0
401,0.0,0.7853981633974483,4.01,0.0,0.0,-100.0
402,0.0,0.7853981633974483,4.0200000000000005,0.0,0.0,-100.0
403,0.0,0.7853981633974483,4.03,0.0,0.0,-100.0
404,0.0,0.7853981633974483,4.04,0.0,0.0,-100.0
405,0.0,0.7853981633974483,4.05,0.0,0.0,-100.0
406,0.0,0.7853981633974483,4.0600000000000005,0.0,0.0,-100.0
407,0.0,0.7853981633974483,4.07,0.0,0.0,-100.0
408,0.0,0.7853981633974483,4.08,0.0,0.0,-100.0
409,0.0,0.7853981633974483,4.09,0.0,0.0,-100.0
410,0.0,0.7853981633974483,4.1,0.0,0.0,-100.0
411,0.0,0.7853981633974483,4.11,0.0,0.0,-100.0
412,0.0,0.7853981633974483,4.12,0.0,0.0,-100.0
413,0.0,0.7853981633974483,4.13,0.0,0.0,-100.0
414,0.0,0.7853981633974483,4.14,0.0,0.0,-100.0
415,0.0,0.7853981633974483,4.15,0.0,0.0,-100.0
416,0.0,0.7853981633974483,4.16,0.0,0.0,-100.0
417,0.0,0.7853981633974483,4.17,0.0,0.0,-100.0
418,0.0,0.7853981633974483,4.18,0.0,0.0,-100.0
419,0.0,0.7853981633974483,4.19,0.0,0.0,-100.0
420,0.0,0.7853981633974483,4.2,0.0,0.0,-100.0
421,0.0,0.7853981633974483,4.21,0.0,0.0,-100.0
422,0.0,0.7853981633974483,4.22,0.0,0.0,-100.0
